time_slot_s,scenario,slice_type,ue_count,traffic_load_mbps,rsrp_dbm,sinr_db,prb_demanded,tx_power_dbm,conflict_flag,conflict_type,rdl_action,sla_met
23.76,baseline,eMBB,32,21.28,-82.62,4.86,127,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
23.76,rdl_phase1,eMBB,28,87.46,-106.59,14.86,206,38.17,1,DIRECT_PRB,QOS_BOOST_URLLC,1
23.96,baseline,mMTC,15,97.36,-108.19,13.61,76,31.18,0,NONE,NONE_UNMANAGED,1
23.96,rdl_phase1,mMTC,30,84.0,-90.66,11.12,172,38.79,0,NONE,ALLOW_REGULAR,1
24.16,baseline,URLLC,34,74.17,-88.12,9.28,71,43.0,0,NONE,NONE_UNMANAGED,1
24.16,rdl_phase1,URLLC,19,25.67,-99.05,23.51,163,38.33,0,NONE,ALLOW_REGULAR,1
24.36,baseline,eMBB,33,70.24,-101.34,5.74,162,33.91,0,NONE,NONE_UNMANAGED,1
24.36,rdl_phase1,eMBB,19,48.24,-88.25,9.68,106,38.78,0,NONE,ALLOW_REGULAR,1
24.56,baseline,mMTC,19,25.47,-82.57,8.57,161,36.78,0,NONE,NONE_UNMANAGED,1
24.56,rdl_phase1,mMTC,16,36.43,-96.65,24.59,133,36.71,0,NONE,ALLOW_REGULAR,1
24.77,baseline,URLLC,29,29.3,-82.67,20.06,270,32.78,0,NONE,NONE_UNMANAGED,1
24.77,rdl_phase1,URLLC,32,95.3,-77.98,2.26,111,35.19,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
24.97,baseline,eMBB,31,28.25,-90.83,24.52,218,43.0,0,NONE,NONE_UNMANAGED,1
24.97,rdl_phase1,eMBB,34,53.82,-97.87,11.15,180,32.05,0,NONE,ALLOW_REGULAR,1
25.17,baseline,mMTC,17,41.48,-99.94,17.11,71,35.95,0,NONE,NONE_UNMANAGED,1
25.17,rdl_phase1,mMTC,29,96.11,-99.59,4.12,157,34.58,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
25.37,baseline,URLLC,17,71.88,-100.64,2.35,116,35.64,1,POWER_OVERLOAD,NONE_UNMANAGED,0
25.37,rdl_phase1,URLLC,23,76.53,-88.65,9.2,149,32.5,0,NONE,ALLOW_REGULAR,1
25.57,baseline,eMBB,16,89.29,-76.86,4.44,59,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
25.57,rdl_phase1,eMBB,33,90.64,-102.91,15.51,147,33.74,0,NONE,ALLOW_REGULAR,1
25.77,baseline,mMTC,27,52.65,-109.46,15.41,98,43.0,0,NONE,NONE_UNMANAGED,1
25.77,rdl_phase1,mMTC,33,96.61,-96.03,21.32,155,37.39,0,NONE,ALLOW_REGULAR,1
25.97,baseline,URLLC,20,98.16,-106.43,2.19,103,38.9,1,POWER_OVERLOAD,NONE_UNMANAGED,0
25.97,rdl_phase1,URLLC,29,40.7,-94.8,18.64,203,39.96,0,NONE,ALLOW_REGULAR,1
26.17,baseline,eMBB,31,63.75,-86.53,18.12,217,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
26.17,rdl_phase1,eMBB,29,79.1,-109.52,7.71,159,32.71,0,NONE,ALLOW_REGULAR,1
26.38,baseline,mMTC,30,92.89,-97.58,11.77,111,43.0,0,NONE,NONE_UNMANAGED,1
26.38,rdl_phase1,mMTC,25,67.58,-96.97,9.66,131,38.05,0,NONE,ALLOW_REGULAR,1
26.58,baseline,URLLC,33,59.48,-100.08,20.1,180,43.0,0,NONE,NONE_UNMANAGED,1
26.58,rdl_phase1,URLLC,15,40.27,-75.43,8.7,258,39.21,0,NONE,ALLOW_REGULAR,1
26.78,baseline,eMBB,20,83.98,-98.32,21.9,146,43.0,0,NONE,NONE_UNMANAGED,1
26.78,rdl_phase1,eMBB,23,22.8,-82.44,11.46,107,32.48,0,NONE,ALLOW_REGULAR,1
26.98,baseline,mMTC,20,54.21,-94.51,16.93,86,43.0,0,NONE,NONE_UNMANAGED,1
26.98,rdl_phase1,mMTC,32,85.98,-99.77,12.21,234,32.01,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.18,baseline,URLLC,21,24.49,-92.81,23.32,256,37.13,0,NONE,NONE_UNMANAGED,1
27.18,rdl_phase1,URLLC,20,72.41,-100.89,5.67,206,30.7,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.38,baseline,eMBB,24,95.4,-83.86,18.57,96,43.0,0,NONE,NONE_UNMANAGED,1
27.38,rdl_phase1,eMBB,17,84.47,-109.72,23.26,76,35.15,0,NONE,ALLOW_REGULAR,1
27.58,baseline,mMTC,34,89.81,-81.02,6.97,104,43.0,0,NONE,NONE_UNMANAGED,1
27.58,rdl_phase1,mMTC,18,70.58,-96.93,8.24,129,38.76,0,NONE,ALLOW_REGULAR,1
27.79,baseline,URLLC,23,26.21,-80.99,10.02,218,43.0,0,NONE,NONE_UNMANAGED,1
27.79,rdl_phase1,URLLC,24,90.75,-97.93,12.62,207,34.39,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.99,baseline,eMBB,23,32.83,-86.42,6.12,95,34.89,0,NONE,NONE_UNMANAGED,1
27.99,rdl_phase1,eMBB,27,33.22,-109.93,18.53,183,37.89,0,NONE,ALLOW_REGULAR,1
28.19,baseline,mMTC,15,47.62,-95.5,18.85,255,36.35,0,NONE,NONE_UNMANAGED,1
28.19,rdl_phase1,mMTC,33,37.79,-91.83,15.98,255,31.67,0,NONE,ALLOW_REGULAR,1
28.39,baseline,URLLC,29,51.28,-101.8,7.05,205,43.0,0,NONE,NONE_UNMANAGED,1
28.39,rdl_phase1,URLLC,25,64.55,-95.45,11.87,68,36.79,0,NONE,ALLOW_REGULAR,1
28.59,baseline,eMBB,22,76.17,-103.99,13.5,190,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
28.59,rdl_phase1,eMBB,16,21.77,-76.92,18.02,113,39.33,0,NONE,ALLOW_REGULAR,1
28.79,baseline,mMTC,21,31.43,-85.78,6.74,118,43.0,0,NONE,NONE_UNMANAGED,1
28.79,rdl_phase1,mMTC,17,36.35,-92.23,11.64,111,37.93,0,NONE,ALLOW_REGULAR,1
28.99,baseline,URLLC,17,64.85,-88.01,17.84,173,43.0,0,NONE,NONE_UNMANAGED,1
28.99,rdl_phase1,URLLC,23,62.85,-80.74,20.89,129,32.03,0,NONE,ALLOW_REGULAR,1
29.19,baseline,eMBB,26,46.69,-82.3,12.38,132,43.0,0,NONE,NONE_UNMANAGED,1
29.19,rdl_phase1,eMBB,23,90.6,-93.68,3.74,79,36.48,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
29.4,baseline,mMTC,32,92.14,-102.88,3.54,71,31.82,1,POWER_OVERLOAD,NONE_UNMANAGED,0
29.4,rdl_phase1,mMTC,22,97.45,-107.67,16.91,222,34.5,1,DIRECT_PRB,QOS_BOOST_URLLC,1
29.6,baseline,URLLC,27,84.31,-94.83,24.94,172,34.46,0,NONE,NONE_UNMANAGED,1
29.6,rdl_phase1,URLLC,17,48.04,-96.96,3.58,111,33.74,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
29.8,baseline,eMBB,34,23.63,-97.75,23.37,207,36.62,0,NONE,NONE_UNMANAGED,1
29.8,rdl_phase1,eMBB,31,49.86,-87.88,4.19,256,30.49,1,DIRECT_PRB,QOS_BOOST_URLLC,1
30.0,baseline,mMTC,18,81.32,-89.57,19.99,222,36.77,1,DIRECT_PRB,NONE_UNMANAGED,0
30.0,rdl_phase1,mMTC,34,31.23,-86.51,16.27,78,33.87,0,NONE,ALLOW_REGULAR,1
