time_slot_s,scenario,slice_type,ue_count,traffic_load_mbps,rsrp_dbm,sinr_db,prb_demanded,tx_power_dbm,conflict_flag,conflict_type,rdl_action,sla_met
15.7,baseline,URLLC,17,78.17,-107.24,15.86,260,32.94,1,DIRECT_PRB,NONE_UNMANAGED,0
15.7,rdl_phase1,URLLC,18,26.41,-86.87,9.05,204,35.74,0,NONE,ALLOW_REGULAR,1
15.7,rdl_phase2,URLLC,20,75.18,-97.7,2.97,272,34.38,1,DIRECT_PRB,MARL_JOINT_OPT,1
15.91,baseline,eMBB,34,99.85,-100.39,24.54,64,36.38,0,NONE,NONE_UNMANAGED,1
15.91,rdl_phase1,eMBB,26,61.05,-83.75,5.68,57,31.14,0,NONE,ALLOW_REGULAR,1
15.91,rdl_phase2,eMBB,34,74.25,-94.66,4.9,110,33.45,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
16.11,baseline,mMTC,26,48.97,-76.77,2.74,89,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
16.11,rdl_phase1,mMTC,26,49.76,-83.29,15.2,185,32.94,0,NONE,ALLOW_REGULAR,1
16.11,rdl_phase2,mMTC,25,71.96,-101.26,4.61,238,29.3,1,DIRECT_PRB,MARL_JOINT_OPT,1
16.31,baseline,URLLC,31,50.96,-90.34,8.02,116,43.0,0,NONE,NONE_UNMANAGED,1
16.31,rdl_phase1,URLLC,21,99.71,-100.0,23.08,175,31.6,0,NONE,ALLOW_REGULAR,1
16.31,rdl_phase2,URLLC,19,88.23,-94.18,22.67,163,34.98,0,NONE,ALLOW_REGULAR,1
16.51,baseline,eMBB,25,73.43,-85.17,14.65,124,43.0,0,NONE,NONE_UNMANAGED,1
16.51,rdl_phase1,eMBB,20,76.94,-77.54,16.67,253,32.89,1,DIRECT_PRB,QOS_BOOST_URLLC,1
16.51,rdl_phase2,eMBB,22,29.71,-102.97,5.19,252,31.46,0,NONE,ALLOW_REGULAR,1
16.71,baseline,mMTC,26,64.32,-97.09,20.48,191,38.84,1,POWER_OVERLOAD,NONE_UNMANAGED,0
16.71,rdl_phase1,mMTC,17,44.74,-75.01,18.53,184,33.29,0,NONE,ALLOW_REGULAR,1
16.71,rdl_phase2,mMTC,28,85.87,-107.42,24.36,214,28.52,1,DIRECT_PRB,MARL_JOINT_OPT,1
16.91,baseline,URLLC,29,74.41,-97.94,22.19,249,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
16.91,rdl_phase1,URLLC,33,34.56,-76.18,11.95,272,30.44,0,NONE,ALLOW_REGULAR,1
16.91,rdl_phase2,URLLC,18,61.45,-99.36,5.73,231,29.58,1,DIRECT_PRB,MARL_JOINT_OPT,1
17.11,baseline,eMBB,31,91.59,-80.39,7.76,212,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
17.11,rdl_phase1,eMBB,23,30.01,-99.4,14.27,178,35.13,0,NONE,ALLOW_REGULAR,1
17.11,rdl_phase2,eMBB,33,95.33,-104.6,17.15,234,34.31,1,DIRECT_PRB,MARL_JOINT_OPT,1
17.32,baseline,mMTC,25,87.4,-90.27,20.98,57,39.49,0,NONE,NONE_UNMANAGED,1
17.32,rdl_phase1,mMTC,33,41.17,-102.62,15.16,208,35.11,0,NONE,ALLOW_REGULAR,1
17.32,rdl_phase2,mMTC,30,91.12,-90.9,16.76,127,31.38,0,NONE,ALLOW_REGULAR,1
17.52,baseline,URLLC,27,43.79,-107.45,3.38,162,34.64,1,POWER_OVERLOAD,NONE_UNMANAGED,0
17.52,rdl_phase1,URLLC,25,68.53,-99.06,18.52,237,37.9,1,DIRECT_PRB,QOS_BOOST_URLLC,1
17.52,rdl_phase2,URLLC,26,98.03,-105.42,10.52,193,28.74,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
17.72,baseline,eMBB,22,57.32,-100.64,7.7,74,39.45,0,NONE,NONE_UNMANAGED,1
17.72,rdl_phase1,eMBB,34,53.45,-76.31,22.75,258,32.62,0,NONE,ALLOW_REGULAR,1
17.72,rdl_phase2,eMBB,33,77.69,-103.36,5.66,181,31.27,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
17.92,baseline,mMTC,24,59.79,-106.85,11.04,167,43.0,0,NONE,NONE_UNMANAGED,1
17.92,rdl_phase1,mMTC,21,66.67,-108.3,8.47,202,37.06,1,DIRECT_PRB,QOS_BOOST_URLLC,1
17.92,rdl_phase2,mMTC,30,42.86,-109.71,4.47,84,34.18,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
18.12,baseline,URLLC,26,81.11,-97.19,11.21,195,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
18.12,rdl_phase1,URLLC,26,64.26,-107.43,13.6,245,34.4,1,DIRECT_PRB,QOS_BOOST_URLLC,1
18.12,rdl_phase2,URLLC,34,74.43,-105.84,24.43,150,30.61,0,NONE,ALLOW_REGULAR,1
18.32,baseline,eMBB,25,64.63,-97.2,5.32,204,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
18.32,rdl_phase1,eMBB,31,23.22,-108.64,18.41,255,33.79,0,NONE,ALLOW_REGULAR,1
18.32,rdl_phase2,eMBB,29,31.92,-78.74,5.21,206,30.23,0,NONE,ALLOW_REGULAR,1
18.52,baseline,mMTC,27,99.25,-84.12,8.88,136,43.0,0,NONE,NONE_UNMANAGED,1
18.52,rdl_phase1,mMTC,31,62.59,-85.19,8.9,258,30.13,1,DIRECT_PRB,QOS_BOOST_URLLC,1
18.52,rdl_phase2,mMTC,25,73.9,-75.7,15.43,253,34.29,1,DIRECT_PRB,MARL_JOINT_OPT,1
18.72,baseline,URLLC,15,67.75,-100.71,17.08,248,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
18.72,rdl_phase1,URLLC,22,77.71,-89.58,5.92,211,35.77,1,DIRECT_PRB,QOS_BOOST_URLLC,1
18.72,rdl_phase2,URLLC,27,31.82,-86.17,2.73,229,28.77,1,DIRECT_PRB,MARL_JOINT_OPT,1
18.93,baseline,eMBB,15,55.28,-95.34,11.5,102,37.75,0,NONE,NONE_UNMANAGED,1
18.93,rdl_phase1,eMBB,30,89.83,-84.25,3.43,85,34.15,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
18.93,rdl_phase2,eMBB,32,46.0,-86.82,14.09,130,34.7,0,NONE,ALLOW_REGULAR,1
19.13,baseline,mMTC,29,92.97,-98.02,10.15,247,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
19.13,rdl_phase1,mMTC,23,68.81,-103.27,7.67,192,32.39,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
19.13,rdl_phase2,mMTC,24,81.69,-85.33,17.88,175,30.22,0,NONE,ALLOW_REGULAR,1
19.33,baseline,URLLC,26,64.84,-77.29,18.6,123,36.77,0,NONE,NONE_UNMANAGED,1
19.33,rdl_phase1,URLLC,27,91.66,-96.19,9.94,247,36.44,1,DIRECT_PRB,QOS_BOOST_URLLC,1
19.33,rdl_phase2,URLLC,24,23.37,-76.56,3.82,163,32.59,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
19.53,baseline,eMBB,30,37.12,-81.02,8.24,193,43.0,0,NONE,NONE_UNMANAGED,1
19.53,rdl_phase1,eMBB,19,28.74,-84.07,7.5,62,35.36,0,NONE,ALLOW_REGULAR,1
19.53,rdl_phase2,eMBB,31,38.05,-101.85,4.3,134,33.02,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
19.73,baseline,mMTC,18,74.5,-105.19,24.18,90,39.35,0,NONE,NONE_UNMANAGED,1
19.73,rdl_phase1,mMTC,30,58.2,-103.02,24.17,132,32.28,0,NONE,ALLOW_REGULAR,1
19.73,rdl_phase2,mMTC,16,92.63,-106.87,15.21,186,33.17,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
19.93,baseline,URLLC,16,93.06,-103.87,22.29,95,43.0,0,NONE,NONE_UNMANAGED,1
19.93,rdl_phase1,URLLC,16,99.77,-96.11,13.39,241,37.7,1,DIRECT_PRB,QOS_BOOST_URLLC,1
19.93,rdl_phase2,URLLC,24,90.14,-109.68,15.06,77,34.5,0,NONE,ALLOW_REGULAR,1
20.13,baseline,eMBB,25,42.76,-75.38,14.5,176,43.0,0,NONE,NONE_UNMANAGED,1
20.13,rdl_phase1,eMBB,19,88.08,-93.62,6.43,78,32.65,0,NONE,ALLOW_REGULAR,1
20.13,rdl_phase2,eMBB,29,71.86,-84.85,2.32,136,33.54,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
20.34,baseline,mMTC,33,73.95,-103.24,16.05,213,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
20.34,rdl_phase1,mMTC,28,61.22,-106.96,17.39,97,37.85,0,NONE,ALLOW_REGULAR,1
20.34,rdl_phase2,mMTC,30,45.89,-101.32,8.0,110,31.13,0,NONE,ALLOW_REGULAR,1
20.54,baseline,URLLC,23,96.32,-99.43,18.63,52,33.6,0,NONE,NONE_UNMANAGED,1
20.54,rdl_phase1,URLLC,22,24.97,-105.86,9.06,153,35.49,0,NONE,ALLOW_REGULAR,1
20.54,rdl_phase2,URLLC,24,75.22,-87.65,23.63,144,32.3,0,NONE,ALLOW_REGULAR,1
20.74,baseline,eMBB,22,96.59,-93.26,12.46,205,37.02,1,DIRECT_PRB,NONE_UNMANAGED,0
20.74,rdl_phase1,eMBB,30,80.59,-81.93,20.99,245,31.98,1,DIRECT_PRB,QOS_BOOST_URLLC,1
20.74,rdl_phase2,eMBB,34,89.85,-107.13,12.28,230,30.53,1,DIRECT_PRB,MARL_JOINT_OPT,1
20.94,baseline,mMTC,33,28.98,-80.99,22.77,101,43.0,0,NONE,NONE_UNMANAGED,1
20.94,rdl_phase1,mMTC,19,33.16,-80.09,12.16,224,31.64,0,NONE,ALLOW_REGULAR,1
20.94,rdl_phase2,mMTC,33,59.11,-78.54,12.25,64,31.17,0,NONE,ALLOW_REGULAR,1
21.14,baseline,URLLC,31,53.23,-90.26,14.85,222,43.0,0,NONE,NONE_UNMANAGED,1
21.14,rdl_phase1,URLLC,15,51.68,-81.42,19.15,198,30.58,0,NONE,ALLOW_REGULAR,1
21.14,rdl_phase2,URLLC,28,47.56,-107.77,24.86,67,34.9,0,NONE,ALLOW_REGULAR,1
21.34,baseline,eMBB,30,22.54,-95.69,19.69,246,43.0,0,NONE,NONE_UNMANAGED,1
21.34,rdl_phase1,eMBB,28,49.96,-78.8,12.32,146,33.01,0,NONE,ALLOW_REGULAR,1
21.34,rdl_phase2,eMBB,32,30.64,-79.89,4.73,187,30.75,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
21.54,baseline,mMTC,19,78.23,-102.21,2.08,55,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
21.54,rdl_phase1,mMTC,29,73.88,-90.94,14.23,260,31.84,1,DIRECT_PRB,QOS_BOOST_URLLC,1
21.54,rdl_phase2,mMTC,29,47.69,-100.35,23.56,235,33.36,0,NONE,ALLOW_REGULAR,1
21.74,baseline,URLLC,16,84.76,-95.33,19.62,54,30.67,0,NONE,NONE_UNMANAGED,1
21.74,rdl_phase1,URLLC,34,22.69,-89.08,18.18,62,31.96,0,NONE,ALLOW_REGULAR,1
21.74,rdl_phase2,URLLC,16,52.18,-101.8,7.0,271,33.43,0,NONE,ALLOW_REGULAR,1
21.95,baseline,eMBB,19,60.31,-99.88,20.76,237,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
21.95,rdl_phase1,eMBB,33,67.83,-86.46,9.38,127,37.01,0,NONE,ALLOW_REGULAR,1
21.95,rdl_phase2,eMBB,31,37.68,-99.48,3.4,201,34.16,1,DIRECT_PRB,MARL_JOINT_OPT,1
22.15,baseline,mMTC,20,70.08,-95.05,13.4,138,43.0,0,NONE,NONE_UNMANAGED,1
22.15,rdl_phase1,mMTC,27,82.86,-98.84,11.58,88,32.4,0,NONE,ALLOW_REGULAR,1
22.15,rdl_phase2,mMTC,20,80.35,-93.43,21.53,126,34.0,0,NONE,ALLOW_REGULAR,1
22.35,baseline,URLLC,19,84.46,-77.98,14.93,156,43.0,0,NONE,NONE_UNMANAGED,1
22.35,rdl_phase1,URLLC,19,51.07,-101.08,9.6,70,37.38,0,NONE,ALLOW_REGULAR,1
22.35,rdl_phase2,URLLC,26,27.4,-84.64,6.38,118,30.64,0,NONE,ALLOW_REGULAR,1
22.55,baseline,eMBB,34,68.23,-79.42,6.33,244,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
22.55,rdl_phase1,eMBB,32,37.36,-102.69,22.86,127,37.66,0,NONE,ALLOW_REGULAR,1
22.55,rdl_phase2,eMBB,15,36.94,-103.35,19.05,241,35.0,0,NONE,ALLOW_REGULAR,1
22.75,baseline,mMTC,30,93.16,-85.65,18.19,151,43.0,0,NONE,NONE_UNMANAGED,1
22.75,rdl_phase1,mMTC,32,45.73,-100.09,12.72,216,32.87,0,NONE,ALLOW_REGULAR,1
22.75,rdl_phase2,mMTC,23,48.77,-79.1,12.72,255,34.87,0,NONE,ALLOW_REGULAR,1
22.95,baseline,URLLC,30,80.93,-98.79,6.67,130,35.63,0,NONE,NONE_UNMANAGED,1
22.95,rdl_phase1,URLLC,22,79.3,-109.43,14.73,199,34.63,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
22.95,rdl_phase2,URLLC,28,43.62,-103.13,7.29,195,33.83,0,NONE,ALLOW_REGULAR,1
23.15,baseline,eMBB,30,64.05,-76.98,9.76,245,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
23.15,rdl_phase1,eMBB,30,56.87,-84.35,10.1,85,35.76,0,NONE,ALLOW_REGULAR,1
23.15,rdl_phase2,eMBB,30,34.72,-78.87,24.78,65,31.67,0,NONE,ALLOW_REGULAR,1
23.36,baseline,mMTC,17,95.62,-86.61,19.58,155,36.31,0,NONE,NONE_UNMANAGED,1
23.36,rdl_phase1,mMTC,17,76.57,-109.68,13.63,145,30.48,0,NONE,ALLOW_REGULAR,1
23.36,rdl_phase2,mMTC,34,93.02,-86.93,2.36,186,31.86,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
23.56,baseline,URLLC,15,21.34,-84.72,14.32,123,38.13,0,NONE,NONE_UNMANAGED,1
23.56,rdl_phase1,URLLC,28,84.49,-78.16,4.46,74,34.2,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
23.56,rdl_phase2,URLLC,22,35.35,-91.57,20.75,118,33.56,0,NONE,ALLOW_REGULAR,1
23.76,baseline,eMBB,17,49.84,-95.79,15.0,228,36.84,0,NONE,NONE_UNMANAGED,1
23.76,rdl_phase1,eMBB,17,72.3,-79.96,19.47,73,33.24,0,NONE,ALLOW_REGULAR,1
23.76,rdl_phase2,eMBB,27,64.22,-108.04,2.22,93,28.58,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
23.96,baseline,mMTC,28,71.59,-98.41,24.48,74,43.0,0,NONE,NONE_UNMANAGED,1
23.96,rdl_phase1,mMTC,16,38.38,-78.46,17.92,195,33.8,0,NONE,ALLOW_REGULAR,1
23.96,rdl_phase2,mMTC,16,93.93,-86.04,8.45,189,31.94,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
24.16,baseline,URLLC,16,34.35,-80.24,2.36,103,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
24.16,rdl_phase1,URLLC,27,94.31,-99.53,14.97,195,36.68,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
24.16,rdl_phase2,URLLC,27,74.16,-91.08,10.83,239,28.98,1,DIRECT_PRB,MARL_JOINT_OPT,1
24.36,baseline,eMBB,17,60.06,-75.9,3.24,161,30.76,1,POWER_OVERLOAD,NONE_UNMANAGED,0
24.36,rdl_phase1,eMBB,34,81.52,-76.58,11.12,248,32.61,1,DIRECT_PRB,QOS_BOOST_URLLC,1
24.36,rdl_phase2,eMBB,23,82.68,-94.23,7.25,191,34.59,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
24.56,baseline,mMTC,28,34.86,-89.49,10.74,247,43.0,0,NONE,NONE_UNMANAGED,1
24.56,rdl_phase1,mMTC,22,77.05,-107.13,5.55,232,36.27,1,DIRECT_PRB,QOS_BOOST_URLLC,1
24.56,rdl_phase2,mMTC,19,79.17,-98.92,4.45,51,34.6,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
24.77,baseline,URLLC,29,48.79,-100.56,5.05,97,35.57,0,NONE,NONE_UNMANAGED,1
24.77,rdl_phase1,URLLC,31,52.64,-109.08,10.14,73,34.78,0,NONE,ALLOW_REGULAR,1
24.77,rdl_phase2,URLLC,25,89.1,-109.57,11.52,249,28.59,1,DIRECT_PRB,MARL_JOINT_OPT,1
24.97,baseline,eMBB,32,92.42,-75.76,15.16,93,43.0,0,NONE,NONE_UNMANAGED,1
24.97,rdl_phase1,eMBB,20,31.11,-99.46,13.34,66,31.34,0,NONE,ALLOW_REGULAR,1
24.97,rdl_phase2,eMBB,23,53.69,-93.05,3.77,114,34.61,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
25.17,baseline,mMTC,30,67.5,-103.16,4.46,127,33.96,1,POWER_OVERLOAD,NONE_UNMANAGED,0
25.17,rdl_phase1,mMTC,34,50.39,-79.82,12.13,160,36.52,0,NONE,ALLOW_REGULAR,1
25.17,rdl_phase2,mMTC,34,30.89,-98.78,23.79,101,31.35,0,NONE,ALLOW_REGULAR,1
25.37,baseline,URLLC,20,97.17,-76.09,8.7,227,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
25.37,rdl_phase1,URLLC,33,82.56,-98.59,8.45,251,33.14,1,DIRECT_PRB,QOS_BOOST_URLLC,1
25.37,rdl_phase2,URLLC,18,94.57,-103.01,24.94,96,32.77,0,NONE,ALLOW_REGULAR,1
25.57,baseline,eMBB,32,22.15,-84.55,23.69,103,32.91,0,NONE,NONE_UNMANAGED,1
25.57,rdl_phase1,eMBB,17,85.52,-82.15,11.41,177,31.11,0,NONE,ALLOW_REGULAR,1
25.57,rdl_phase2,eMBB,24,39.36,-86.95,18.45,252,30.64,0,NONE,ALLOW_REGULAR,1
25.77,baseline,mMTC,29,99.26,-93.23,11.22,179,43.0,0,NONE,NONE_UNMANAGED,1
25.77,rdl_phase1,mMTC,28,63.49,-82.32,10.27,257,34.3,1,DIRECT_PRB,QOS_BOOST_URLLC,1
25.77,rdl_phase2,mMTC,17,28.75,-101.31,17.29,92,32.53,0,NONE,ALLOW_REGULAR,1
25.97,baseline,URLLC,16,65.06,-87.42,16.88,242,37.96,1,DIRECT_PRB,NONE_UNMANAGED,0
25.97,rdl_phase1,URLLC,18,20.84,-100.94,13.75,182,34.46,0,NONE,ALLOW_REGULAR,1
25.97,rdl_phase2,URLLC,33,37.68,-96.91,12.65,223,32.12,0,NONE,ALLOW_REGULAR,1
26.17,baseline,eMBB,31,32.06,-75.08,13.1,125,39.62,0,NONE,NONE_UNMANAGED,1
26.17,rdl_phase1,eMBB,18,86.51,-84.44,10.01,137,33.64,0,NONE,ALLOW_REGULAR,1
26.17,rdl_phase2,eMBB,21,61.69,-97.81,4.25,234,32.88,1,DIRECT_PRB,MARL_JOINT_OPT,1
26.38,baseline,mMTC,25,25.37,-108.44,18.35,55,43.0,0,NONE,NONE_UNMANAGED,1
26.38,rdl_phase1,mMTC,18,74.17,-104.25,24.63,112,34.13,0,NONE,ALLOW_REGULAR,1
26.38,rdl_phase2,mMTC,32,32.81,-90.41,24.04,109,33.58,0,NONE,ALLOW_REGULAR,1
26.58,baseline,URLLC,20,34.91,-86.99,11.1,238,43.0,0,NONE,NONE_UNMANAGED,1
26.58,rdl_phase1,URLLC,21,55.97,-94.97,2.1,104,31.65,1,POWER_OVERLOAD,QOS_BOOST_URLLC,1
26.58,rdl_phase2,URLLC,17,66.19,-82.02,14.35,143,30.28,0,NONE,ALLOW_REGULAR,1
26.78,baseline,eMBB,29,29.12,-86.53,13.26,213,33.89,0,NONE,NONE_UNMANAGED,1
26.78,rdl_phase1,eMBB,27,66.96,-97.82,21.45,208,31.38,1,DIRECT_PRB,QOS_BOOST_URLLC,1
26.78,rdl_phase2,eMBB,24,93.49,-89.34,17.46,130,28.83,0,NONE,ALLOW_REGULAR,1
26.98,baseline,mMTC,24,29.36,-96.93,5.25,149,31.38,0,NONE,NONE_UNMANAGED,1
26.98,rdl_phase1,mMTC,27,53.84,-92.97,14.36,215,37.45,0,NONE,ALLOW_REGULAR,1
26.98,rdl_phase2,mMTC,20,64.39,-92.86,5.23,130,33.89,0,NONE,ALLOW_REGULAR,1
27.18,baseline,URLLC,34,24.29,-97.43,2.22,84,33.84,1,POWER_OVERLOAD,NONE_UNMANAGED,0
27.18,rdl_phase1,URLLC,32,60.44,-92.68,17.75,156,35.68,0,NONE,ALLOW_REGULAR,1
27.18,rdl_phase2,URLLC,29,59.1,-107.11,2.71,244,29.54,1,DIRECT_PRB,MARL_JOINT_OPT,1
27.38,baseline,eMBB,16,41.99,-91.18,5.87,167,43.0,0,NONE,NONE_UNMANAGED,1
27.38,rdl_phase1,eMBB,30,63.98,-106.04,4.63,248,34.34,1,DIRECT_PRB,QOS_BOOST_URLLC,1
27.38,rdl_phase2,eMBB,26,63.36,-83.51,19.48,162,31.82,0,NONE,ALLOW_REGULAR,1
27.58,baseline,mMTC,28,28.19,-80.95,19.28,126,43.0,0,NONE,NONE_UNMANAGED,1
27.58,rdl_phase1,mMTC,16,55.98,-97.8,20.78,162,36.92,0,NONE,ALLOW_REGULAR,1
27.58,rdl_phase2,mMTC,18,82.05,-101.71,20.65,200,32.82,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
27.79,baseline,URLLC,34,70.62,-104.19,5.2,102,43.0,0,NONE,NONE_UNMANAGED,1
27.79,rdl_phase1,URLLC,16,65.61,-91.37,15.73,93,32.59,0,NONE,ALLOW_REGULAR,1
27.79,rdl_phase2,URLLC,24,43.15,-100.64,21.73,223,33.71,0,NONE,ALLOW_REGULAR,1
27.99,baseline,eMBB,19,97.02,-82.5,23.13,120,43.0,0,NONE,NONE_UNMANAGED,1
27.99,rdl_phase1,eMBB,19,76.11,-105.36,5.36,132,36.63,0,NONE,ALLOW_REGULAR,1
27.99,rdl_phase2,eMBB,27,59.16,-89.79,8.18,156,30.63,0,NONE,ALLOW_REGULAR,1
28.19,baseline,mMTC,17,70.69,-79.2,4.14,181,43.0,1,POWER_OVERLOAD,NONE_UNMANAGED,0
28.19,rdl_phase1,mMTC,26,56.38,-92.92,15.38,272,36.19,0,NONE,ALLOW_REGULAR,1
28.19,rdl_phase2,mMTC,17,78.47,-93.95,17.28,141,33.95,0,NONE,ALLOW_REGULAR,1
28.39,baseline,URLLC,32,51.82,-76.12,20.97,176,38.28,0,NONE,NONE_UNMANAGED,1
28.39,rdl_phase1,URLLC,25,63.78,-105.43,21.61,251,32.75,1,DIRECT_PRB,QOS_BOOST_URLLC,1
28.39,rdl_phase2,URLLC,16,23.68,-88.08,21.24,54,28.87,0,NONE,ALLOW_REGULAR,1
28.59,baseline,eMBB,20,55.3,-109.98,24.03,101,43.0,0,NONE,NONE_UNMANAGED,1
28.59,rdl_phase1,eMBB,19,90.57,-99.43,22.11,120,30.75,0,NONE,ALLOW_REGULAR,1
28.59,rdl_phase2,eMBB,26,40.03,-96.99,22.79,92,28.36,0,NONE,ALLOW_REGULAR,1
28.79,baseline,mMTC,24,78.08,-83.57,11.87,73,43.0,0,NONE,NONE_UNMANAGED,1
28.79,rdl_phase1,mMTC,15,37.07,-107.27,15.65,182,35.44,0,NONE,ALLOW_REGULAR,1
28.79,rdl_phase2,mMTC,15,20.65,-97.97,4.77,270,30.96,1,DIRECT_PRB,MARL_JOINT_OPT,1
28.99,baseline,URLLC,19,58.22,-101.99,4.05,256,33.13,1,DIRECT_PRB,NONE_UNMANAGED,0
28.99,rdl_phase1,URLLC,24,30.97,-82.93,19.32,84,35.13,0,NONE,ALLOW_REGULAR,1
28.99,rdl_phase2,URLLC,19,25.47,-90.28,16.04,92,31.08,0,NONE,ALLOW_REGULAR,1
29.19,baseline,eMBB,21,70.25,-104.7,11.47,225,32.17,1,DIRECT_PRB,NONE_UNMANAGED,0
29.19,rdl_phase1,eMBB,18,31.2,-105.69,18.79,139,37.71,0,NONE,ALLOW_REGULAR,1
29.19,rdl_phase2,eMBB,25,83.29,-101.33,16.83,113,31.87,0,NONE,ALLOW_REGULAR,1
29.4,baseline,mMTC,34,77.69,-100.03,23.65,56,43.0,0,NONE,NONE_UNMANAGED,1
29.4,rdl_phase1,mMTC,24,36.44,-88.76,6.34,150,32.36,0,NONE,ALLOW_REGULAR,1
29.4,rdl_phase2,mMTC,16,82.7,-82.22,7.5,148,28.79,0,NONE,ALLOW_REGULAR,1
29.6,baseline,URLLC,30,71.05,-107.51,22.44,53,43.0,0,NONE,NONE_UNMANAGED,1
29.6,rdl_phase1,URLLC,25,30.56,-79.87,15.07,143,34.37,0,NONE,ALLOW_REGULAR,1
29.6,rdl_phase2,URLLC,20,81.02,-76.59,19.72,54,32.11,0,NONE,ALLOW_REGULAR,1
29.8,baseline,eMBB,15,40.97,-108.61,3.39,252,32.86,1,DIRECT_PRB,NONE_UNMANAGED,0
29.8,rdl_phase1,eMBB,31,81.37,-95.17,11.25,213,34.29,1,DIRECT_PRB,QOS_BOOST_URLLC,1
29.8,rdl_phase2,eMBB,34,32.21,-107.07,3.82,102,34.82,1,POWER_OVERLOAD,MARL_JOINT_OPT,1
30.0,baseline,mMTC,19,62.91,-96.32,16.59,263,43.0,1,DIRECT_PRB,NONE_UNMANAGED,0
30.0,rdl_phase1,mMTC,17,44.81,-94.69,23.93,111,30.46,0,NONE,ALLOW_REGULAR,1
30.0,rdl_phase2,mMTC,17,93.97,-105.94,16.08,64,30.17,0,NONE,ALLOW_REGULAR,1
